id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source
C061802C,2002-06-18T13:56:30,-71.63,-31.04,57.0,6.4,mw,0.01,0.01,0.0,,353.0,29.0,96.0,166.0,61.0,87.0,4.465e+18,7.8e+16,-4.543e+18,8.09e+17,-2.759e+18,8.68e+17,gcmt
B062302A,2002-06-23T11:10:44,-71.54,-31.49,90.9,5.2,mw,0.05,0.05,2.3,,334.0,42.0,-113.0,184.0,52.0,-71.0,-7.84e+16,-900000000000000.0,7.93e+16,1.928e+16,1.763e+16,-1.657e+16,gcmt
B070202D,2002-07-02T20:21:05,-68.19,-31.43,27.0,5.5,mw,0.04,0.05,0.0,,156.0,40.0,15.0,54.0,81.0,129.0,5.26e+16,9.37e+16,-1.463e+17,1.561e+17,6.08e+16,-5.709999999999999e+16,gcmt
B071802D,2002-07-18T21:53:17,-79.75,-44.72,15.0,5.2,mw,0.0,0.0,0.0,,246.0,34.0,42.0,119.0,68.0,117.0,4.363000000000001e+16,-7.132e+16,2.769e+16,4.069e+16,-2.523e+16,1.028e+16,gcmt
C092402B,2002-09-24T03:57:26,-69.12,-31.48,119.9,6.2,mw,0.02,0.01,0.6,,27.0,39.0,-94.0,212.0,51.0,-87.0,-2.633e+18,5.6799999999999994e+17,2.065e+18,3.91e+17,4.63e+17,1.278e+18,gcmt
B093002B,2002-09-30T13:06:01,-71.07,-35.17,113.9,5.2,mw,0.05,0.03,2.3,,222.0,23.0,-73.0,23.0,68.0,-97.0,-7.017e+16,2.646e+16,4.372e+16,-2.087e+16,-6.472000000000001e+16,2.426e+16,gcmt
B100602E,2002-10-06T11:21:45,-71.95,-28.87,26.8,5.3,mw,0.06,0.05,3.7,,348.0,27.0,70.0,190.0,65.0,100.0,7.601e+16,1.2490000000000002e+16,-8.85e+16,-1.725e+16,-6.34e+16,-220000000000000.0,gcmt
B103102F,2002-10-31T20:36:55,-75.39,-40.56,15.0,5.1,mw,0.13,0.08,0.0,,244.0,43.0,-61.0,27.0,53.0,-114.0,-5.775e+16,3.036e+16,2.739e+16,9110000000000000.0,-2.358e+16,2.88e+16,gcmt
B110902G,2002-11-09T06:06:00,-75.64,-48.2,15.0,5.6,mw,0.09,0.07,0.0,,1.0,10.0,89.0,182.0,80.0,90.0,1.323e+17,-3.99e+16,-9.24e+16,-1.13e+16,-3.082e+17,-1300000000000000.0,gcmt
B121202A,2002-12-12T04:03:20,-67.28,-31.86,132.5,5.3,mw,0.03,0.04,1.3,,245.0,33.0,8.0,148.0,86.0,123.0,1.482e+16,-5.94e+16,4.459e+16,1.236e+16,-8.694000000000002e+16,5960000000000000.0,gcmt
B122602C,2002-12-26T22:20:24,-68.55,-31.46,122.5,5.2,mw,0.05,0.03,1.7,,347.0,37.0,-81.0,156.0,54.0,-97.0,-9.987e+16,3.4e+16,6.587e+16,-2.118e+16,1.982e+16,-1.017e+16,gcmt
B010703A,2003-01-07T00:54:55,-70.22,-33.6,112.8,5.7,mw,0.03,0.02,1.3,,199.0,28.0,-70.0,356.0,64.0,-100.0,-3.17e+17,-1.92e+16,3.37e+17,4.58e+16,-2.52e+17,4.55e+16,gcmt
B010903G,2003-01-09T09:49:12,-79.54,-44.66,15.0,5.9,mw,0.02,0.01,0.0,,169.0,84.0,-2.0,259.0,88.0,-174.0,-6.24e+16,3.64e+17,-3.01e+17,8.22e+16,3.55e+16,-7.95e+17,gcmt
B022803A,2003-02-28T01:40:25,-73.56,-35.41,15.0,5.3,mw,0.07,0.06,0.0,,26.0,18.0,115.0,180.0,74.0,82.0,6.66e+16,3400000000000000.0,-6.999999999999999e+16,4800000000000000.0,-1.1000000000000002e+17,-1.63e+16,gcmt
B041403A,2003-04-14T14:42:34,-72.9,-35.38,31.1,5.2,mw,0.06,0.06,4.1,,18.0,44.0,158.0,124.0,75.0,48.0,3.22e+16,3.19e+16,-6.42e+16,6.36e+16,-1.3800000000000002e+16,3.27e+16,gcmt
B051803C,2003-05-18T21:10:25,-69.18,-31.46,122.3,5.4,mw,0.03,0.02,0.8,,43.0,41.0,-82.0,213.0,49.0,-97.0,-1.32e+17,4.6e+16,8.6e+16,3599999999999999.5,2.13e+16,8.31e+16,gcmt
B052703D,2003-05-27T08:29:49,-68.7,-31.32,127.5,5.5,mw,0.03,0.02,0.9,,223.0,37.0,-75.0,25.0,54.0,-101.0,-2.16e+17,6.52e+16,1.51e+17,-6800000000000000.0,-7.59e+16,1.04e+17,gcmt
B060203A,2003-06-02T02:52:15,-72.4,-33.08,28.0,5.5,mw,0.03,0.03,0.0,,9.0,25.0,92.0,187.0,65.0,89.0,1.69e+17,9700000000000000.0,-1.79e+17,-1.57e+16,-1.47e+17,-2.65e+16,gcmt
B062003C,2003-06-20T04:23:26,-77.06,-45.72,15.0,5.3,mw,0.07,0.06,0.0,,172.0,36.0,-70.0,327.0,56.0,-104.0,-1.07e+17,1.22e+16,9.51e+16,3.83e+16,-2.68e+16,-3.56e+16,gcmt
C062003G,2003-06-20T13:30:49,-71.97,-30.88,35.0,6.8,mw,0.01,0.01,0.0,,1.0,27.0,93.0,177.0,63.0,88.0,1.42e+19,2.2e+17,-1.44e+19,7.4e+17,-1.01e+19,2.5e+17,gcmt
B072603I,2003-07-26T14:10:22,-71.56,-28.59,39.0,5.5,mw,0.03,0.03,0.0,,26.0,26.0,110.0,184.0,66.0,81.0,1.7e+17,-4.2e+16,-1.28e+17,1.17e+16,-1.3600000000000002e+17,-3.3e+16,gcmt
B092803G,2003-09-28T17:40:44,-71.11,-35.54,105.2,5.0,mw,0.07,0.05,3.8,,245.0,17.0,-66.0,39.0,74.0,-97.0,-3.04e+16,1.97e+16,1.07e+16,-2.21e+16,-3.34e+16,2970000000000000.0,gcmt
B100403F,2003-10-04T18:16:00,-72.07,-29.31,43.0,5.2,mw,0.05,0.06,3.6,,331.0,48.0,40.0,211.0,62.0,130.0,5.570000000000001e+16,2.7800000000000004e+16,-8.36e+16,-4.38e+16,-1.7199999999999998e+16,-1600000000000000.0,gcmt
B110103B,2003-11-01T03:19:11,-68.18,-35.48,49.7,5.1,mw,0.15,0.06,8.4,,250.0,65.0,-164.0,153.0,75.0,-26.0,-1.36e+16,4.07e+16,-2.71e+16,280000000000000.0,2.09e+16,-3.13e+16,gcmt
B111203C,2003-11-12T01:54:24,-75.52,-40.56,21.8,5.5,mw,0.15,0.11,5.4,,216.0,33.0,-83.0,27.0,57.0,-95.0,-2.2599999999999997e+17,5.789999999999999e+16,1.68e+17,-3.6e+16,-9.52e+16,1.05e+17,gcmt
B112603H,2003-11-26T10:57:52,-71.84,-30.19,95.1,5.1,mw,0.07,0.05,4.6,,162.0,19.0,-91.0,344.0,71.0,-90.0,-3.67e+16,-1900000000000000.0,3.86e+16,1.4e+16,-4.82e+16,-1.36e+16,gcmt
B121003F,2003-12-10T12:25:54,-71.86,-27.69,20.0,5.6,mw,0.03,0.02,0.0,,312.0,41.0,-3.0,44.0,88.0,-131.0,-1.51e+16,2.39e+17,-2.2400000000000003e+17,-1.68e+17,-2.12e+17,5300000000000000.0,gcmt
C011004D,2004-01-10T07:25:46,-71.94,-30.9,58.6,5.6,mw,0.01,0.01,0.9,,70.0,48.0,-144.0,314.0,64.0,-48.0,-2.0299999999999997e+17,2.88e+17,-8.5e+16,1.7399999999999998e+16,-2.57e+17,-6.39e+16,gcmt
C011904A,2004-01-19T05:47:29,-72.07,-31.85,34.0,5.3,mw,0.02,0.02,0.0,,358.0,25.0,95.0,172.0,65.0,88.0,8.86e+16,1.56e+16,-1.04e+17,1.27e+16,-8e+16,1.19e+16,gcmt
C031704I,2004-03-17T16:49:49,-66.75,-31.99,49.5,5.0,mw,0.03,0.02,2.0,,172.0,39.0,79.0,5.0,52.0,99.0,4.16e+16,8290000000000000.0,-4.99e+16,4079999999999999.5,1.04e+16,1220000000000000.0,gcmt
C040304E,2004-04-03T09:57:14,-72.35,-30.04,28.0,5.5,mw,0.01,0.01,0.7,,320.0,33.0,50.0,185.0,65.0,113.0,1.47e+17,3.18e+16,-1.79e+17,-3.4799999999999996e+16,-1.3e+17,6.66e+16,gcmt
C041504G,2004-04-15T21:39:23,-67.55,-30.35,37.1,5.3,mw,0.03,0.03,1.1,,185.0,43.0,114.0,334.0,51.0,69.0,1.2e+17,-100000000000000.0,-1.2e+17,-3.92e+16,9500000000000000.0,2.23e+16,gcmt
C043004A,2004-04-30T10:03:47,-70.5,-33.59,102.0,5.0,mw,0.03,0.02,2.8,,157.0,35.0,-133.0,26.0,65.0,-64.0,-2.92e+16,-1.07e+16,3.99e+16,-1.6200000000000002e+16,-1.99e+16,2160000000000000.0,gcmt
C050304A,2004-05-03T04:36:54,-73.75,-37.95,24.0,6.6,mw,0.01,0.01,0.0,,0.0,16.0,118.0,151.0,76.0,82.0,4.85e+18,4e+16,-4.89e+18,4.66e+18,-7.86e+18,1.34e+18,gcmt
C060104D,2004-06-01T17:04:59,-68.23,-32.23,38.5,5.0,mw,0.05,0.04,2.4,,347.0,39.0,112.0,140.0,54.0,73.0,3.44e+16,1270000000000000.0,-3.57e+16,1.03e+16,-7830000000000000.0,2.7e+16,gcmt
C061504B,2004-06-15T11:16:32,-73.62,-38.96,33.0,5.9,mw,0.01,0.01,0.0,,172.0,52.0,150.0,281.0,67.0,42.0,4.56e+17,-1.93e+17,-2.63e+17,-4.63e+17,-1.58e+17,6.86e+17,gcmt
C082704A,2004-08-27T00:43:56,-71.25,-27.63,35.0,5.8,mw,0.01,0.01,0.0,,135.0,8.0,37.0,8.0,85.0,96.0,1.07e+17,2.56e+16,-1.33e+17,1.02e+17,6.73e+17,5.490000000000001e+16,gcmt
C082804C,2004-08-28T13:41:35,-70.36,-35.21,16.0,6.5,mw,0.01,0.01,0.0,,21.0,61.0,-178.0,290.0,88.0,-29.0,-2e+17,4.1900000000000005e+18,-3.99e+18,3.18e+18,-1.36e+18,4.78e+18,gcmt
C083004F,2004-08-30T16:08:18,-72.1,-50.65,12.0,5.1,mw,0.03,0.03,0.0,,355.0,35.0,73.0,196.0,57.0,102.0,4.56e+16,3210000000000000.0,-4.88e+16,-1.04e+16,-1.78e+16,-5270000000000000.0,gcmt
C090704F,2004-09-07T10:57:43,-72.49,-34.1,14.1,5.2,mw,0.02,0.02,0.9,,10.0,16.0,105.0,174.0,74.0,86.0,4.33e+16,240000000000000.0,-4.36e+16,9260000000000000.0,-6.91e+16,-1409999999999999.8,gcmt
C090704G,2004-09-07T11:53:11,-65.79,-28.91,20.0,6.1,mw,0.02,0.01,0.0,,216.0,37.0,80.0,48.0,54.0,97.0,1.49e+18,-6.55e+17,-8.39e+17,4.51e+17,2.7000000000000003e+17,-9.42e+17,gcmt
C090704I,2004-09-07T12:33:59,-72.52,-34.14,14.2,5.7,mw,0.03,0.03,1.6,,6.0,10.0,102.0,174.0,80.0,88.0,1.3500000000000002e+17,1.35e+16,-1.48e+17,4.28e+16,-3.76e+17,1500000000000000.0,gcmt
C090804A,2004-09-08T08:16:07,-72.4,-34.13,15.4,5.1,mw,0.02,0.01,1.6,,359.0,23.0,98.0,170.0,67.0,86.0,3.47e+16,1680000000000000.0,-3.64e+16,7390000000000000.0,-3.44e+16,4170000000000000.0,gcmt
C091004D,2004-09-10T10:44:16,-73.24,-38.06,12.0,5.2,mw,0.02,0.01,0.0,,30.0,48.0,62.0,248.0,49.0,118.0,8.16e+16,-4.78e+16,-3.3800000000000004e+16,-2.11e+16,2.17e+16,-5.2e+16,gcmt
C091204C,2004-09-12T14:24:39,-70.15,-34.31,12.0,5.3,mw,0.02,0.02,0.0,,162.0,44.0,114.0,310.0,50.0,68.0,1.09e+17,-3.1e+16,-7.83e+16,-3.4200000000000004e+16,-8300000000000000.0,5.94e+16,gcmt
C092704F,2004-09-27T22:58:29,-72.02,-32.72,33.3,5.5,mw,0.02,0.01,1.1,,17.0,21.0,109.0,177.0,70.0,83.0,1.29e+17,2.7800000000000004e+16,-1.57e+17,1.22e+16,-1.72e+17,-1.9e+16,gcmt
C110404C,2004-11-04T08:10:14,-76.9,-46.0,18.0,5.0,mw,0.04,0.02,1.8,,88.0,61.0,-158.0,347.0,71.0,-31.0,-1.39e+16,1.4e+16,-150000000000000.0,-3220000000000000.0,-1.34e+16,-2.96e+16,gcmt
C110404D,2004-11-04T08:29:16,-76.79,-45.94,19.2,5.2,mw,0.02,0.01,1.1,,82.0,73.0,-172.0,349.0,82.0,-17.0,-1.67e+16,3.65e+16,-1.98e+16,-2530000000000000.0,-2.5e+16,-8.38e+16,gcmt
C120804A,2004-12-08T06:04:00,-71.75,-30.97,52.0,5.6,mw,0.01,0.01,0.0,,358.0,34.0,91.0,177.0,56.0,89.0,3.16e+17,4.07e+16,-3.56e+17,9200000000000000.0,-1.42e+17,1.7199999999999998e+16,gcmt
C200501241907A,2005-01-24T19:07:16,-72.17,-29.54,48.9,5.0,mw,0.04,0.03,2.7,,356.0,27.0,79.0,189.0,63.0,96.0,3.45e+16,6410000000000000.0,-4.09e+16,-5500000000000000.0,-2.71e+16,-2750000000000000.0,gcmt
C200503010724A,2005-03-01T07:24:09,-72.1,-31.59,32.9,5.4,mw,0.02,0.01,0.9,,354.0,25.0,103.0,159.0,66.0,84.0,1.1299999999999998e+17,9100000000000000.0,-1.22e+17,4.24e+16,-9.65e+16,3.65e+16,gcmt
C200503132038A,2005-03-13T20:39:03,-72.02,-32.72,35.7,5.2,mw,0.02,0.02,1.2,,9.0,24.0,103.0,175.0,66.0,84.0,5.659999999999999e+16,1.01e+16,-6.68e+16,6800000000000000.0,-5.560000000000001e+16,-1500000000000000.0,gcmt
C200503141243A,2005-03-14T12:43:50,-66.28,-28.86,27.3,5.1,mw,0.03,0.02,1.0,,247.0,54.0,136.0,6.0,56.0,45.0,3.33e+16,-7260000000000000.0,-2.6e+16,-2.05e+16,1.64e+16,-3.1e+16,gcmt
C200503211651A,2005-03-21T16:51:30,-71.96,-27.72,46.2,5.3,mw,0.1,0.06,5.5,,83.0,50.0,162.0,185.0,76.0,41.0,3.67e+16,-8200000000000000.0,-2.8499999999999996e+16,-5500000000000000.0,-5.07e+16,-7.67e+16,gcmt
C200503291638A,2005-03-29T16:38:25,-72.38,-33.76,19.7,5.3,mw,0.03,0.03,2.1,,6.0,17.0,100.0,175.0,73.0,87.0,5.88e+16,8500000000000001.0,-6.730000000000001e+16,9900000000000000.0,-9.52e+16,600000000000000.0,gcmt
C200504130925A,2005-04-13T09:25:27,-73.24,-33.27,12.0,5.4,mw,0.01,0.01,0.0,,21.0,38.0,-89.0,200.0,52.0,-91.0,-1.33e+17,3599999999999999.5,1.29e+17,1.02e+16,3.09e+16,5.3e+16,gcmt
C200506080239A,2005-06-08T02:39:39,-69.29,-28.52,134.5,5.1,mw,0.03,0.02,2.2,,1.0,32.0,120.0,147.0,63.0,73.0,5.7e+16,-8450000000000000.0,-4.85e+16,3.19e+16,-2.38e+16,8930000000000000.0,gcmt
C200507220014A,2005-07-22T00:14:42,-71.41,-29.37,76.8,5.1,mw,0.02,0.02,4.0,,97.0,26.0,7.0,360.0,87.0,116.0,3980000000000000.0,4440000000000000.0,-8420000000000000.0,-2630000000000000.0,4.6e+16,2.29e+16,gcmt
C200510101607A,2005-10-10T16:06:56,-77.12,-45.7,12.0,5.1,mw,0.03,0.01,0.0,,85.0,46.0,-158.0,339.0,74.0,-46.0,-2.2e+16,2.54e+16,-3380000000000000.0,1.03e+16,-2.79e+16,-3.74e+16,gcmt
C200511281633A,2005-11-28T16:33:22,-71.54,-29.45,39.4,5.5,mw,0.01,0.02,2.7,,254.0,9.0,-169.0,153.0,88.0,-81.0,-2e+16,4.01e+16,-2.01e+16,-1.01e+17,2.06e+17,-1.97e+16,gcmt
C200512141052A,2005-12-14T10:52:09,-72.05,-31.22,57.5,5.3,mw,0.01,0.01,2.3,,266.0,24.0,-18.0,12.0,83.0,-113.0,-2.71e+16,2.28e+16,4299999999999999.5,-1.25e+16,-9.82e+16,4.31e+16,gcmt
C200512212219A,2005-12-21T22:19:49,-74.43,-42.85,30.0,5.2,mw,0.02,0.02,0.0,,333.0,23.0,60.0,185.0,70.0,102.0,4.730000000000001e+16,4590000000000000.0,-5.19e+16,-1.01e+16,-5.87e+16,1.07e+16,gcmt
C200512260056A,2005-12-26T00:56:13,-73.74,-39.01,41.0,5.1,mw,0.03,0.02,1.2,,4.0,32.0,89.0,185.0,58.0,91.0,5.36e+16,2530000000000000.0,-5.61e+16,-2790000000000000.5,-2.7400000000000004e+16,-4940000000000000.0,gcmt
C200512311214A,2005-12-31T12:14:07,-71.79,-29.21,24.7,5.0,mw,0.05,0.03,2.3,,311.0,18.0,5.0,217.0,88.0,108.0,709999999999999.9,1.3e+16,-1.3700000000000002e+16,-2.25e+16,-3.2400000000000004e+16,90000000000000.0,gcmt
C200601052251A,2006-01-05T22:51:18,-73.52,-36.43,20.0,5.2,mw,0.02,0.03,0.0,,19.0,16.0,104.0,184.0,74.0,86.0,3.7e+16,5170000000000000.0,-4.22e+16,-4010000000000000.0,-6.64e+16,-9040000000000000.0,gcmt
C200602101751A,2006-02-10T17:51:59,-71.84,-32.57,41.6,5.2,mw,0.03,0.02,1.4,,11.0,32.0,97.0,183.0,59.0,86.0,6.42e+16,8000000000000000.0,-7.22e+16,200000000000000.0,-3.55e+16,-9300000000000000.0,gcmt
C200604151442A,2006-04-15T14:42:12,-72.33,-31.18,28.2,5.2,mw,0.02,0.02,0.9,,1.0,22.0,93.0,179.0,68.0,89.0,5.98e+16,5900000000000000.0,-6.57e+16,2100000000000000.2,-6.56e+16,200000000000000.0,gcmt
C200604152350B,2006-04-15T23:50:15,-72.29,-29.71,12.0,6.0,mw,0.01,0.01,0.0,,1.0,27.0,85.0,186.0,63.0,93.0,9.99e+17,8000000000000000.0,-1.01e+18,-1.06e+17,-7.28e+17,-6.4e+16,gcmt
C200604191749A,2006-04-19T17:49:12,-71.52,-27.08,19.6,5.6,mw,0.01,0.01,0.6,,16.0,18.0,111.0,174.0,73.0,83.0,1.96e+17,3.14e+16,-2.27e+17,3.83e+16,-3.04e+17,-1.82e+16,gcmt
C200604250523A,2006-04-25T05:23:37,-71.71,-27.15,23.1,5.0,mw,0.03,0.02,1.5,,360.0,23.0,92.0,177.0,67.0,89.0,2.44e+16,1150000000000000.0,-2.56e+16,1280000000000000.0,-2.48e+16,670000000000000.0,gcmt
C200604281821A,2006-04-28T18:21:53,-77.47,-45.76,12.0,5.3,mw,0.01,0.01,0.0,,76.0,75.0,-179.0,346.0,89.0,-15.0,7400000000000000.0,5.749999999999999e+16,-6.49e+16,2199999999999999.8,-3.58e+16,-1.1299999999999998e+17,gcmt
C200604301031A,2006-04-30T10:31:24,-71.59,-27.1,17.6,5.3,mw,0.03,0.02,1.5,,350.0,18.0,84.0,176.0,72.0,92.0,5.460000000000001e+16,5300000000000000.0,-5.98e+16,4500000000000000.0,-8.17e+16,7600000000000000.0,gcmt
C200604301114A,2006-04-30T11:14:02,-71.62,-27.07,18.2,5.3,mw,0.02,0.02,1.0,,350.0,20.0,81.0,180.0,71.0,93.0,7.31e+16,7500000000000000.0,-8.06e+16,-1200000000000000.0,-9.54e+16,6900000000000001.0,gcmt
C200604301917A,2006-04-30T19:17:25,-71.52,-27.17,15.4,6.6,mw,0.01,0.0,0.2,,11.0,14.0,106.0,175.0,76.0,86.0,4.55e+18,3.3e+17,-4.88e+18,9.8e+17,-8.86e+18,-2.1e+17,gcmt
C200604302012A,2006-04-30T20:12:25,-71.76,-27.28,22.2,5.7,mw,0.04,0.03,2.0,,4.0,23.0,100.0,174.0,68.0,86.0,2.7799999999999997e+17,9000000000000000.0,-2.86e+17,4.15e+16,-2.82e+17,5400000000000000.0,gcmt
C200604302125A,2006-04-30T21:25:27,-71.62,-27.05,30.1,5.8,mw,0.05,0.04,2.2,,350.0,22.0,80.0,180.0,69.0,94.0,4.42e+17,-6.68e+16,-3.75e+17,-2.38e+16,-4.39e+17,3.4000000000000004e+16,gcmt
C200604302132A,2006-04-30T21:33:00,-71.77,-27.32,19.7,5.9,mw,0.03,0.03,1.4,,352.0,22.0,88.0,173.0,68.0,91.0,5.5e+17,-2.25e+16,-5.28e+17,6.36e+16,-5.77e+17,6.860000000000001e+16,gcmt
C200604302141A,2006-04-30T21:41:07,-71.55,-27.28,13.4,6.5,mw,0.0,0.0,0.2,,14.0,18.0,112.0,171.0,73.0,83.0,3.44e+18,4.98e+17,-3.94e+18,1.01e+18,-5.28e+18,-1.22e+17,gcmt
C200604302304A,2006-04-30T23:04:48,-71.61,-27.42,21.8,5.8,mw,0.03,0.02,1.5,,357.0,18.0,96.0,171.0,72.0,88.0,3.26e+17,1.65e+16,-3.42e+17,8.11e+16,-4.63e+17,4.02e+16,gcmt
C200605010135A,2006-05-01T01:35:54,-71.67,-27.26,30.3,5.4,mw,0.03,0.02,1.2,,21.0,22.0,115.0,174.0,70.0,80.0,9.27e+16,4000000000000000.0,-9.67e+16,2.07e+16,-1.07e+17,-1.28e+16,gcmt
C200605010249A,2006-05-01T02:49:44,-71.61,-27.34,23.3,5.4,mw,0.02,0.02,1.3,,3.0,22.0,108.0,164.0,69.0,83.0,1.1100000000000002e+17,5400000000000000.0,-1.16e+17,4.27e+16,-1.2e+17,1.54e+16,gcmt
C200605020411A,2006-05-02T04:11:21,-71.84,-27.58,16.0,5.2,mw,0.02,0.02,0.8,,352.0,20.0,81.0,181.0,71.0,93.0,5.19e+16,540000000000000.0,-5.24e+16,-3010000000000000.0,-6.5e+16,2940000000000000.0,gcmt
C200605021342A,2006-05-02T13:42:40,-71.85,-27.64,12.0,5.3,mw,0.01,0.01,0.0,,359.0,21.0,92.0,177.0,69.0,89.0,6.64e+16,3500000000000000.5,-6.979999999999999e+16,4900000000000000.0,-7.33e+16,3000000000000000.0,gcmt
C200605021358A,2006-05-02T13:58:33,-71.86,-27.61,15.4,5.2,mw,0.02,0.02,1.2,,352.0,16.0,80.0,182.0,74.0,93.0,4.64e+16,2800000000000000.0,-4.92e+16,-3100000000000000.0,-7.7e+16,2900000000000000.0,gcmt
C200605090902A,2006-05-09T09:02:26,-70.04,-32.85,126.1,5.0,mw,0.03,0.02,2.3,,270.0,44.0,-29.0,22.0,70.0,-130.0,-2.25e+16,2.11e+16,1409999999999999.8,-5280000000000000.0,-2.5099999999999996e+16,3.14e+16,gcmt
C200605111348A,2006-05-11T13:48:59,-72.08,-27.72,12.0,5.5,mw,0.01,0.01,0.0,,6.0,15.0,94.0,182.0,75.0,89.0,9.76e+16,400000000000000.0,-9.81e+16,-6200000000000000.0,-1.64e+17,-7600000000000000.0,gcmt
C200605181826A,2006-05-18T18:26:23,-72.14,-32.34,23.5,5.0,mw,0.06,0.05,2.8,,11.0,24.0,109.0,170.0,68.0,82.0,3.29e+16,-1680000000000000.0,-3.13e+16,8460000000000000.0,-3.11e+16,-730000000000000.0,gcmt
C200605210511A,2006-05-21T05:11:40,-74.14,-37.41,15.4,5.2,mw,0.03,0.02,1.3,,27.0,17.0,120.0,176.0,76.0,82.0,4.58e+16,-500000000000000.0,-4.53e+16,9200000000000000.0,-8.06e+16,-1.03e+16,gcmt
C200605300250A,2006-05-30T02:50:08,-76.17,-45.92,14.9,5.7,mw,0.01,0.01,0.8,,78.0,71.0,-175.0,346.0,85.0,-19.0,-4000000000000000.0,1.65e+17,-1.61e+17,-1.09e+16,-1.3e+17,-3.2e+17,gcmt
C200607031607A,2006-07-03T16:07:20,-66.47,-28.07,195.2,5.1,mw,0.03,0.02,3.0,,177.0,57.0,-21.0,279.0,72.0,-145.0,-2.4e+16,7480000000000000.0,1.65e+16,2.56e+16,4310000000000000.0,-5.019999999999999e+16,gcmt
C200607080913A,2006-07-08T09:13:05,-67.38,-28.69,152.5,5.5,mw,0.01,0.01,0.8,,159.0,37.0,-68.0,312.0,56.0,-106.0,-1.74e+17,5.01e+16,1.24e+17,7.31e+16,-2.7800000000000004e+16,-9.87e+16,gcmt
C200607161142A,2006-07-16T11:42:45,-72.84,-28.71,12.0,6.2,mw,0.0,0.01,0.0,,357.0,46.0,-111.0,205.0,48.0,-70.0,-2e+18,-6.04e+17,2.6e+18,3.62e+17,-1e+16,6.39e+17,gcmt
C200607192211A,2006-07-19T22:11:30,-72.24,-32.63,31.0,5.0,mw,0.05,0.03,2.0,,336.0,25.0,74.0,174.0,66.0,98.0,3.23e+16,1360000000000000.0,-3.37e+16,1150000000000000.0,-2.96e+16,9540000000000000.0,gcmt
C200608051403A,2006-08-05T14:03:50,-68.86,-33.2,32.0,5.6,mw,0.01,0.01,0.6,,137.0,39.0,44.0,10.0,64.0,120.0,1.74e+17,7.33e+16,-2.4700000000000003e+17,5.01e+16,1.34e+17,9.02e+16,gcmt
C200608200251A,2006-08-20T02:51:20,-68.45,-29.29,130.3,5.0,mw,0.05,0.04,4.9,,274.0,51.0,-140.0,156.0,60.0,-47.0,-2.82e+16,2.45e+16,3760000000000000.0,4950000000000000.0,1.85e+16,-3.08e+16,gcmt
C200608312316A,2006-08-31T23:16:46,-70.86,-28.89,81.2,5.1,mw,0.04,0.02,3.8,,167.0,73.0,-13.0,261.0,78.0,-163.0,-7930000000000000.0,2.34e+16,-1.55e+16,1.21e+16,1.23e+16,-4.72e+16,gcmt
C200609121330A,2006-09-12T13:30:59,-69.13,-29.19,113.7,5.9,mw,0.01,0.01,0.6,,309.0,27.0,-115.0,156.0,66.0,-78.0,-6.01e+17,1.4299999999999998e+17,4.58e+17,-2.07e+17,5.4900000000000006e+17,-4.61e+17,gcmt
C200609170934A,2006-09-17T09:34:17,-67.15,-31.9,146.1,6.2,mw,0.01,0.0,0.4,,147.0,17.0,-147.0,25.0,81.0,-76.0,-7.6e+17,-1.4299999999999998e+17,9.03e+17,-1.01e+18,-1.77e+18,-2.03e+17,gcmt
C200609242108A,2006-09-24T21:08:43,-67.18,-31.89,151.6,5.6,mw,0.01,0.01,0.7,,122.0,34.0,-131.0,348.0,65.0,-66.0,-3e+17,1.68e+17,1.32e+17,-9.57e+16,-2.5499999999999997e+17,-9.25e+16,gcmt
C200610071632A,2006-10-07T16:32:15,-77.03,-45.79,14.2,5.1,mw,0.03,0.02,0.7,,135.0,33.0,-74.0,296.0,58.0,-100.0,-5.95e+16,3.4900000000000004e+16,2.46e+16,2.83e+16,-4540000000000000.0,-1.84e+16,gcmt
C200610121805A,2006-10-12T18:06:04,-72.03,-31.48,36.8,6.4,mw,0.01,0.0,0.3,,3.0,26.0,96.0,176.0,65.0,87.0,3.22e+18,2.21e+17,-3.44e+18,2.8100000000000003e+17,-2.68e+18,6.6e+16,gcmt
C200610131612A,2006-10-13T16:12:58,-72.02,-31.55,38.7,5.3,mw,0.02,0.01,0.9,,360.0,26.0,95.0,174.0,64.0,88.0,7.79e+16,9800000000000000.0,-8.77e+16,8500000000000001.0,-6.62e+16,6000000000000000.0,gcmt
C200610160133A,2006-10-16T01:33:40,-71.76,-30.32,43.0,5.5,mw,0.02,0.01,0.6,,8.0,38.0,113.0,160.0,56.0,73.0,1.98e+17,1.13e+16,-2.09e+17,6e+16,-6.12e+16,2.33e+16,gcmt
C200611201933A,2006-11-20T19:33:54,-75.57,-40.24,12.0,5.2,mw,0.01,0.01,0.0,,190.0,42.0,-82.0,359.0,48.0,-97.0,-7.039999999999999e+16,-5700000000000000.0,7.61e+16,5800000000000000.0,-8200000000000000.0,5800000000000000.0,gcmt
C200612311455A,2006-12-31T14:55:06,-71.4,-38.04,17.7,5.5,mw,0.01,0.01,0.7,,31.0,86.0,178.0,121.0,88.0,4.0,1.64e+16,2.15e+17,-2.32e+17,1.7100000000000002e+16,-600000000000000.0,1.16e+17,gcmt
